Text,Lemmatized Text,Clusters(K Means),Clusters(DBSCAN)
ilave malzemeler gerektiğinde çamaşırhane şefini bilgilendirmek,ilave malzeme gerek çamaşırhane şef bilgilen,1,1
çamaşırhane kuru temizleme bilgisine sahip,çamaşırhane kuru temizle bilgi sahip,5,0
üniversitelerin 4 yıllık lisans bölümlerinden mezun,üniversite 4 yıllık lisans bölüm mezun,1,1
büro ekipmanlarını etkili kullanabilen,büro ekipman etki kullan,3,0
güler yüzlü pozitif diksiyonu düzgün,gül yüz pozitif diksiyon düzgün,1,1
izmir - alsancak - konak,izmir alsancak kon,1,1
SATIŞ UZMANI çalışma yeri,satış uzma çalış yer,2,0
unity 3 yıl oyun geliştirmiş,unity 3 yıl oy geliştir,1,0
milli eğitim müfredatına hakim,milli eğitim müfredat hakim,1,1
gerektiğinde soru konu yazımı yapabilen,gerek soru konu yaz yap,1,3
eğitim sektörünün öncülerinden olan kurumumuzda görevlendirilmek,eğitim sektör öncü olan kurum görevlen,4,0
zamanlı part time çalışabilecek,zaman part ti çalış,2,0
ortodonti uzmanı ortodontist aranmaktadır,' ortodonti uzma ortodontist aran,1,1
sektörde 5 yıl deneyimli olan,sektör 5 yıl deneyim olan,4,0
iyi derecede konuşma-yazma ingilizce bilen,iyi derece konuşma-yazma ingilizce bil,1,1
solidworks programına ileri seviyede hakim,solidworks program ileri seviye hakim,1,1
robotik hücre makine aksam ekipmanlarının tasarımını,robotik hücre maki ak ekipman tasarım,1,1
mühendislik hesaplamaları,mühendis hesapla,1,1
mukavemetstatik analizlerini yapabilecek,mukavemet statik analiz yap,1,0
inşaatmekanikelektrik malzemelerini tanıyan yorum yapabilen,inşaat mekanik elektrik malzeme tanı yorum yap,1,0
analitik matematik düşünme yeteneği gelişmiş,analitik matematik düşün yetenek geliş,1,1
doküman yönetim sistemi raporlama bilen,doküman yönet sistem raporla bil,1,1
kalite kontrol süreçlerine hakim,kalite kontrol süreç hakim,1,1
iletişim yönü insan ilişkileri kuvvetli,iletişim yön insan ilişki kuvvet,1,1
genel ofis temizlik düzenini sağlayacak,genel ofis temiz düzen sağla,1,1
geliştirmeye açık yükselme hedefi olan,geliştir açık yüksel hedef olan,4,0
asgari ücretle çalışacak takım arkadaşları aranmaktadır,asgari ücretle çalış tak arkadaş aran,2,0
masko mobilyacılar kenti içerisinde yer alanmobilya sektöründe yer alan  firmamızaaşağıda belirtilen niteliklerde muhasebe elemanı arayışımız bulunmaktadır,masko mobilya kent içeri ye al mobilya sektör ye al firma aşağı belirt nitelik muhasebe eleman ara bulun,1,1
yüksek okulların muhasebeişletme bölümlerinden mezun,yüksek okul muhasebe işletme bölüm mezun,1,1
dikkatli özenli çalışma becerisine sahip,dikkatli özen çalış beceri sahip,5,0
otelcilik yiyecek içecek operasyona hakim olabilecek,otel yiyecek iç operasyon hakim ol,1,1
dinamik gelişime açık çalışmayı seven,dinamik gelişim açık çalış sev,2,0
ürün devamlılığı açısından gerekli şartları sağlamak faturaların doğru zamanda henkeldeki birimlere ulaştığından emin,ürün devam açı gerekli şart sağla fatura doğru zaman henkel birim ulaş emin,1,1
iletişimi kuvvetli başarma azmi yüksek,iletişim kuvvet başar azim yüksek,1,1
tercihen telekomünikasyon sektöründe 1 yıl cep telefonu tamir tecrübesi olan,tercihen telekomünikasyon sektör 1 yıl cep telefon tamir tecrübe olan,4,0
iletişim becerileri kuvvetli ekip çalışmasına yatkın diksiyonu düzgün,iletişim beceri kuvvet ekip çalış yatkın diksiyon düzgün,2,0
ortabüyük ölçekli java projesinde yazılım mimarisigeliştirme rolünde görev almış olan,orta büyük ölçek java proje yazılı mimari geliştir rol görev al olan,4,0
object oriented programlama UML modelleme konularında deneyim sahibi olan,object oriented programla UML modelle konu dene sahip olan,5,4
JSP JSF ajax jquery HTML5 CSS bootstrap thymeleaf teknolojilerde tecrübeli,JSP JSF ajax jquery html5 CSS bootstrap thymeleaf teknoloji tecrübe,1,0
yazılım geliştirme deneyimlerini referans sunabilen,yazılı geliştir deneyim referans sun,1,1
C C++ programlama dillerinde deneyim sahibi,c c programla dil dene sahip,5,0
görüntü işleme alanında çalışma yapmış,görüntü işle alan çalış yap,2,0
pedodonti uzmanı  pedodontist aranmaktadır,' pedodonti uzma pedodontist aran,1,1
menüsünde iletişim becerileri düzgün diksiyon,menü iletişim beceri düzgün diksiyon,1,1
örmede 5 yıl deneyimli,ör 5 yıl deneyim,1,0
gemini programını aktif kullanabilen,gem program aktif kullan,3,0
verilen görevleri itina getirecek anlayışta,ver görev itina getir anlayış,1,1
kişisel hijyen bakımına özen gösteren,kişisel hijyen bakım özen göster,1,1
4levet ulaşım sorunu olmayan,4. levet ulaş soru olmayan,1,1
beşiktaş lokasyonlu projemizde görevlendirilmek döner ustası arayışımız bulunmaktadır,beşiktaş lokasyon proje görevlen döner usta ara bulun,1,1
endodonti uzmanı  endodontist aranmaktadır,' endodonti uzma endodontist aran,1,1
erkek adayların askerilik görevini tamamlamış,erkek aday askeri görev tamamla,1,1
takım çalışmasına yatkın motivasyonu yüksek,tak çalış yatkın motivasyon yüksek,2,0
teknopark istanbul ofisimizde yer alan AR-GE merkezimizde görevlendirilmek YAZILIM TEST MÜHENDİSİ arayışımız bulunmaktadır,teknopark istanbul ofis ye al AR-GE merkez görevlen yazılı test mühendis ara bulun,1,1
asgari 5 yıllık sürücü belgesine sahip,asgari 5 yıllık sür belge sahip,5,0
SRC 2 SRC 4 psikoteknik belgeleri olan,SRC 2 SRC 4 psikoteknik belge olan,4,0
sorumluluk sahibi iş disiplini olan,sorumluluk sahip iş disiplin olan,5,0
şehirlerarası seyahate engeli olmayan,şehirlerarası seyahat engel olmayan,1,1
disiplinli işini severek yapan,disiplin iş sev yap,1,0
planlama koordinasyon becerisine sahip ekip çalışmasını seven,planla koordinasyon beceri sahip ekip çalış sev,5,0
araç sektöründe 1 yıl deneyimli,araç sektör 1 yıl deneyim,1,0
araç bakım onarım teknisyeni aranmaktadır,araç bakı on teknisyen aran,1,1
projelerin hazırlık operasyon faturalandırma raporlamasını yürütebilecek,proje hazırlık operasyon fatura raporla yürüt,1,1
zaman yönetimi planlamaya önem veren,zaman yönet planla önem ver,1,1
PLC kontrollu makinelerde çalışmış,plc kontrol makine çalış,2,0
tercihen elektronik mekanik bilgisi olan,tercihen elektronik mekanik bilgi olan,4,0
yazılım geliştirme alanında 1-2 yıl tecrübeye sahip,yazılı geliştir alan 1-2 yıl tecrübe sahip,5,0
NET platformunda uygulama geliştirmiş,net platform uygula geliştir,1,1
eskişehir ikamet edebilecek,eskişehir ' ikamet et,0,0
sehayat engeli bulunmayan,sehayat engel bulun,1,1
erkek adaylar askerlik engeli bulunmayantamamlanmış,erkek aday asker engel bulun tamam,1,1
muaf 2 yıl tecilli,muaf 2 yıl tecil,1,0
hedefinize odaklanarak,hedef odakla,1,1
doğru sonuca kararlılıkla zamanında ulaşırsınız,doğru sonuç karar zamanında ulaş,1,1
diş hekimleri aranmaktadır,' diş hekim ' aran,1,1
muhasebe eğitimi almış,muhasebe eğitim al,1,1
ekip arkadaşlarıyla iyi ilişkiler kurabilen,ekip arkadaş iyi ilişki kur,1,1
minimum  2 yıllık full stack developer tecrübesi,minimum 2 yıllık full stack developer tecrübe,1,0
HTML5 CSS3 javascript reactjs PHP konularında tecrübeli,html5 CSS3 javascript react js php konu tecrübe,1,0
tercihen symphony framework hakim,tercihen symphony framework hakim,1,1
merkezimizde değerlendirmek yazılım uzmanı arayışımız bulunmaktadır,merkez değerlendir yazılı uzma ara bulun,1,1
execution of HR systems & processes in parallel to HR agenda,execution of HR systems & processes in parallel to HR agenda,1,1
ağ sunucuları teknolojik araçları yönetmiş,ağ sunucu teknolojik araç yönet,1,1
bireysel ekip çalışabilme yeteneği iletişim becerileri gelişmiş,bireysel ekip çalış yetenek iletişim beceri geliş,2,0
piyasa araştırması fiyat karşılaştırması konusunda deneyimli,piyasa araştırma fiyat karşılaştır konu deneyim,1,0
yürütmekte projenin pazarlama satış yönetimini,yürüt proje pazarla satış yönetim,1,1
yeni mevcut projeleri devreye alma sürecini takip yönetmek,yeni mevcut proje devre al süreç takip yönet,1,1
proje gözden geçirme çalışmalarını yönetmek,proje göz geçir çalış yönet,2,0
iletişim insan ilişkileri güçlü,iletişim insan ilişki güçlü,1,1
cobıt ISO27001 ISO 31001 PCI-DSS konularında deneyimli,cobıt ISO27001 ıso 31001 PCI-DSS konu deneyim,1,0
risk sahipliği yaratmak riskten etkilenen süreç sahipliğini oluşturmak risk uygun tepkileri uygulama planlarını oluşturur,risk sahip yarat risk etkile süreç sahip oluş risk uygun tepki uygula plan oluş,5,0
siber güvenlik planının oluşturulmasına katkı sağlar,siber güvenlik plan oluş katkı sağla,1,1
bilgi riski konusunda danışmanlık verir,bilgi risk konu danışmanlık ver,1,0
bilgi riski programını destekleyici metrikleri belirler,bilgi risk program destekle metrik belirle,1,1
3 yıl yazılım geliştirme tecrübesi sahibi olan,3 yıl yazılı geliştir tecrübe sahip olan,5,0
net core platformuna hakim,net core platform hakim,1,1
C# ASPNET kullanarak web projeleri geliştirmiş,C# ASP net kullan web proje geliştir,3,0
temelinde geliştirebilecek,temel geliştir,1,1
MS SQL server veri tabanına hakim,ms SQL server veri taban hakim,1,1
entity framework ORM kullanmış bilgi sahibi,entity framework ORM kullan bilgi sahip,3,2
araştırma problem çözme becerisi olan,araştır problem çöz beceri olan,4,0
askerlik görevini tamamlamış 2 yıl tecilli  iseerkek adaylar,asker görev tamamla 2 yıl tecil ise erkek aday,1,0
merkez görsel sunum bölümünden özel günler sezonsal dönemsel faaliyetlerle gelen talimatlar çizimler doğrultusunda gönderilen vitrin malzemelerini çizimlerle karşılaştırmak sayı sağlamlık kontrollerini,merkez görsel sunu bölüm özel günle sezon dönem faaliyet gelen talimat çizim doğrultu gönder vitir malzeme çizim karşılaştır say sağlam kontrol,1,1
almış bilgiler çizimler doğrultusunda uygulamaları doğru zamanında gerçekleştirmek,al bilgi çizim doğrultu uygula doğru zamanında gerçek,1,1
komandatura biriminden gönderilen tadilat tamir işlemleri yapılmış ürünleri uygun biçimde muhafaza edilerek ürünün müşteriye teslim gerekli kayıtları tutulmasını sağlamak,komandatura birim gönder tadilat tamir işlem yap ürün uygun biçim muhafaza et ürün müşteri teslim gerekli kayıt tutul sağla,0,0
kayseri mağazalarının görsel süreçlerinden sorumlu görevlendirilecek takım arkadaşı arıyoruz,kayser mağaza görsel süreç sorumlu görevlen tak arkadaş ara,1,1
müzakere iletişim becerileri gelişmiş,müzakere iletişim beceri geliş,1,1
yoğun hızlı iş temposuna uyabilecek,yoğun hızlı iş tempo uy,1,1
SMF ilaç kozmetik sağlık gıda santicaş,SMF ilaç kozmetik sağlık gıda san tic aş,1,1
askerliğini yapmış engeli olmayan,asker yap engel olmayan,1,0
yüksekte çalışmaya engeli olmayan,yüksek çalış engel olmayan,2,0
yüksekli fobisi olanalar diyabet problemi olanlar uygun olmayacaktır,yüksek fobi o diyabet problem ol uygun ol,1,1
GMP kalite süreçleri DK sapma DÖF konularına hakim,GMP kalite süreç dk sap DÖF konu hakim,1,0
tekirdağ kırklareli çevresindeki ilçelerde ikamet kısa süre içerisinde edebilecek olan,tekirdağ kırklareli çevre ilçe ikamet kısa sür içeri et olan,0,0
depo alanındaki sorumlu ürünlerin düzenli biçimde muhafazasını sağlamak amacıyla gerekli temizlik fiziksel düzenlemeleri uygun yerleşim düzeninin sağlanmasını ekibini yönlendirmek,depo alan sorumlu ürün düzenli biçim muhafaza sağla amaç gerekli temiz fizik düzenle uygun yerleşim düzen sağ ekip yönlen,1,1
iş güvenliği kurallarına uymak,iş güvenlik kural uy,1,1
görev alanıyla düzenlemeleri sürekli izlemek,görev alan düzenle sürekli izle,1,1
değişikliklerin uygulanmasını sağlamak ekibini yönlendirmek,değişik uygula sağla ekip yönlen,1,1
bilgi vermek,bilgi ver,1,1
proje çizim yapabilecek revize yapabilecek,proje çizi yap revize yap,1,0
iş sahalarında gözlem yapıp projeye değişiklikleri işleyebilecek,iş saha gözlem yap proje değişik işle,1,0
analiz raporlama konularında yetkin,analiz raporla konu yetkin,1,0
rakip analizi proje fizibilite kıyaslamalarını yapabilecek,rakip analiz proje fizibilite kıyasla yap,1,0
yeni pazarlama girişimlerinin planlanması denetlenmesi,yeni pazarla girişim planla denetle,1,1
sorumlu kategorideki satışların belirlenmiş aylık günlük reyon hedefleri doğrultusunda gerçekleşmesini sağlamak satış faaliyetlerini satış hizmet kalitesini izlemek ekibine bilgi motivasyon desteği vermek,sorumlu kategori satış belirle aylık günlük reyon hedef doğrultu gerçek sağla satış faaliyet satış hizmet kalite izle ekip bilgi motivasyon destek ver,1,1
günlük mağaza açılışı öncesinde ürün eksikliklerinin giderilmesini mağaza görselliğine uygun satış verimliliğini artıracak biçimde kategori ürün düzenlemesinin yapılmasını sağlamak,günlük mağaza aç önce ürün eksik gider mağaza görsel uygun satış verim artır biçim kategori ürün düzenle yap sağla,1,0
teknik resim bilen okuma anlama,teknik resim bil ok anla,1,1
autocad 2D 3D plant 3D programlarını ileri düzeyde kullanabilen,autocad 2D 3D plant 3D program ileri düzey kullan,3,0
autocad revit MEP programını iyi düzeyde kullanabilen,autocad revit MEP program iyi düzey kullan,3,0
yerleşim vaziyet planlarının oluşturulması,yerleşim vaziyet plan oluş,1,1
ürünekipman tasarım çalışmalarının,ürün ekipman tasar çalış,2,0
akım şeması p&ampıd şemalarının oluşturulması,ak şema p & amp ıd şema oluş,1,1
family grup çizim arşivlerinin oluşturulması,family grup çizi arşiv oluş,1,1
yükdayanım testlerinin yapılarak analiz,yük dayanım test yap analiz,1,0
imalat detay çizimlerininresimlerinin oluşturulması,imalat detay çizim resim oluş,1,1
ekipman ünite modelleme çalışmalarının,ekipman ünite modelle çalış,2,0
plankesitkeşifmetrajmalzeme listesipaftalamaçıktı düzenleme işlemlerinin,plan kesit keşif metraj malzeme liste paftalama çık düzenle işlem,1,1
iyi derecede catia V5 kullanabilen,iyi derece catia V5 kullan,3,0
yüzey modelleme,yüzey modelle,1,1
teknik resim montaj modelleme bilgisi ileri seviyede olan,teknik resim montaj modelle bilgi ileri seviye olan,4,0
ürün devreye alma konusunda tecrübeli,ürün devre al konu tecrübe,1,0
bordro işlemlerinin tamamlanması,bordro işlem tamam,1,1
yıllık izin planlarının oluşturulması izinlerin takip,yıllık iz plan oluş izin takip,1,1
personel özlük işleri kapsamındaki yasal süreçlerin yürütülmesi mevzuata hakimiyet,personel öz iş kapsam yasal süreç yürüt mevzuat hakimiyet,1,1
taşeron firma ilişkilerinin yürütülmesi,taşeron firma ilişki yürüt,1,1
sapde HR modülünde deneyimi olan,sap'de HR modül deney olan,4,0
sapde personel hareketlerinin gerçekleştirilmesi,sap'de personel hareket gerçek,1,1
sapde personel verilerinin güncelliği,sap'de personel veri güncel,1,1
mavi yaka alt işveren işe alım görüşmelerinin,mavi yak alt işveren işe al görüşme,1,1
bölüm yöneticisi gerçekleştirilmesi,bölü yönet gerçek,1,1
çalışma ekonomisi mezunu üniversitelerin eş düzey bölümlerinden mezun an 2 sene bordro özlük işlerinde çalışmakta olan,çalış ekonomi mezun üniversite eş düzey bölüm mezun an 2 se bordro öz iş çalış olan,2,0
yoğun endüstriyel ilişkileri pozitif ortamda yürütme becerisi,yoğun endüstriyel ilişki pozitif orta yürüt beceri,1,1
ev tekstiline ilgi duyan,ev tekstil ilgi duy,1,1
temizlik konusunda 1 yıllık deneyimli,temiz konu 1 yıllık deneyim,1,0
yurt otel deneyimi olan,yurt otel deney olan,4,0
5 yıl statik proje ofisi,5 yıl statik proje ofis,1,0
tasarım mühendisliği tecrübesi olan,tasar mühendis tecrübe olan,4,0
yeni deprem yönetmeliği prensiplerini benimsemiş,yeni deprem yönetmelik prensip benimse,1,1
iyi decerede SAP2000 ETABS yapısal analiz programı bilgisine sahip,iyi decerede SAP2000 ETABS yapı analiz program bilgi sahip,5,0
pastal atabilecek,pastal at,1,1
fason takibi bilen,faso takip bil,1,1
not maaş haftalık verilmektedir,not maaş hafta ver,1,1
üniversitelerin elektronikbilgisayar üzerine ikidört yıllık eğitim veren bölümlerinden mezun,üniversite elektronik bilgisayar üzerine iki dört yıllık eğitim ver bölüm mezun,1,1
ortaiyi düzeyde ingilizce bilmek,orta iyi düzey ingilizce bil,1,1
windows işletim sistemlerini kullanabilmek yönetebilmek,windows işletim sistem kullan yönet,3,0
tercihen big 4 deneyimi olan,tercihen big 4 deney olan,4,0
güçlü iletişim koordinasyon yetkinliğine sahip,güçlü iletişim koordinasyon yetkin sahip,5,0
aylık bazda kapanış mutabakat işlemlerinin,aylık baz kapan mutabakat işlem,1,1
tercihen DIVA satış programını etkin kullanabilen,tercihen DIVA satış program etkin kullan,3,0
